cell,umax,obstacles,sweep,sweep_var,tol,admm_max_iter,scp_iter,seed,cos_AD,rel_l2_AD,sign_AD,descent_AD,cos_FD,rel_l2_FD,sign_FD,descent_FD,gnorm,conv_error,num_iter,admm_iters_last,eq_viol,ineq_viol,n_active,n_active_box,n_active_obs,cos_AD_FD_tight,fwd_ms,bwd_ms
C1_loose_off,10000.0,0,tol,0.0001,0.0001,800,15,0,0.9999999534202263,0.006807415113298512,1.0,1.0,0.9999999167901445,0.006303955414457583,0.8571428571428571,1.0,83.19271699043722,0.00022024903689588093,15,1.0,0.003860497002076182,0.0,0.0,0.0,0.0,0.999999993151479,nan,201.1366430670023
C1_loose_off,10000.0,0,tol,0.0001,0.0001,800,15,1,0.9999999984185733,0.004605973821747656,1.0,1.0,0.9999999960821676,0.0038426573404498157,0.8571428571428571,1.0,152.4896213602792,0.00018714334895253426,15,1.0,0.002445823962267949,0.0,0.0,0.0,0.0,0.9999999985440698,nan,201.1366430670023
C1_loose_off,10000.0,0,tol,0.0001,0.0001,800,15,2,0.9999999970682019,0.005293864729214612,1.0,1.0,0.9999999957341146,0.004479001052781469,0.8571428571428571,1.0,140.81855527159576,0.0002234733588414306,15,1.0,0.003140520907473738,0.0,0.0,0.0,0.0,0.9999999990345168,nan,201.1366430670023
C1_loose_off,10000.0,0,tol,0.0001,0.0001,800,15,3,0.9999947189317165,0.01220601498426887,1.0,1.0,0.9999950633609671,0.012539770457820355,0.7142857142857143,1.0,35.359779705221435,0.0002248472643667232,15,1.0,0.0064058530810403936,0.0,0.0,0.0,0.0,0.9999999753060549,nan,201.1366430670023
C1_loose_off,10000.0,0,tol,1e-06,1e-06,800,15,0,0.9999999999891693,7.243377894864311e-05,1.0,1.0,0.9999999935397398,0.00045538110367704935,0.8571428571428571,1.0,83.7562978771079,5.169427791384962e-07,3,1.0,8.067404211438634e-05,0.0,0.0,0.0,0.0,0.999999993151479,nan,602.0405231975019
C1_loose_off,10000.0,0,tol,1e-06,1e-06,800,15,1,0.9999999999995571,6.268537735236512e-05,1.0,1.0,0.9999999985381983,0.0008320121113973353,0.8571428571428571,1.0,153.20478401491928,7.041553671260914e-07,3,2.0,7.532517367929279e-05,0.0,0.0,0.0,0.0,0.9999999985440698,nan,602.0405231975019
C1_loose_off,10000.0,0,tol,1e-06,1e-06,800,15,2,0.9999999999787395,0.00018478887437983266,1.0,1.0,0.9999999989731554,0.0010054473718348249,0.8571428571428571,1.0,141.59406257300347,3.6605418188284666e-07,3,1.0,0.0001223491575579928,0.0,0.0,0.0,0.0,0.9999999990345168,nan,602.0405231975019
C1_loose_off,10000.0,0,tol,1e-06,1e-06,800,15,3,0.9999999999856398,6.065503865022751e-05,1.0,1.0,0.9999999751935149,0.0004920860084697921,0.7142857142857143,1.0,35.77878408527043,2.049013225480234e-07,9,1.0,2.9043361561286017e-05,0.0,0.0,0.0,0.0,0.9999999753060549,nan,602.0405231975019
C1_loose_off,10000.0,0,admm_iter,5,1e-10,5,15,0,0.9999997911047398,0.018263263144158763,1.0,1.0,0.9999997205526958,0.01776357665453864,0.8571428571428571,1.0,82.23351955431269,0.0027155148964455034,15,5.0,0.00821697031838687,0.0,0.0,0.0,0.0,0.999999993151479,nan,152.93721621856093
C1_loose_off,10000.0,0,admm_iter,5,1e-10,5,15,1,0.9999999779702949,0.023856192767497553,1.0,1.0,0.9999999732019785,0.023107208413303187,0.8571428571428571,1.0,149.54066630130828,0.004970891273460398,15,5.0,0.011295034258756075,0.0,0.0,0.0,0.0,0.9999999985440698,nan,152.93721621856093
C1_loose_off,10000.0,0,admm_iter,5,1e-10,5,15,2,0.9999999749511816,0.021835901232008226,1.0,1.0,0.9999999730586422,0.0210343293893514,0.8571428571428571,1.0,138.476814458381,0.0043393109486997705,15,5.0,0.010127139719072436,0.0,0.0,0.0,0.0,0.9999999990345168,nan,152.93721621856093
C1_loose_off,10000.0,0,admm_iter,5,1e-10,5,15,3,0.9999965804848162,0.008883505390426377,1.0,1.0,0.9999968525511695,0.00921352303539256,0.7142857142857143,1.0,35.47704847277903,0.0009890718983116137,15,5.0,0.005045122871333748,0.0,0.0,0.0,0.0,0.9999999753060549,nan,152.93721621856093
C1_loose_off,10000.0,0,admm_iter,10,1e-10,10,15,0,0.9999999996448422,0.0004997711307710947,1.0,1.0,0.9999999902067804,0.00014064752527362726,0.8571428571428571,1.0,83.72055009608339,0.00021660706406545494,15,10.0,0.00034977160873683445,0.0,0.0,0.0,0.0,0.999999993151479,nan,246.95660779252648
C1_loose_off,10000.0,0,admm_iter,10,1e-10,10,15,1,0.999999999961215,0.0007285970088731797,1.0,1.0,0.999999998365722,6.888370736712525e-05,0.8571428571428571,1.0,153.08357259799232,0.0004134272992474264,15,10.0,0.0004916655978002611,0.0,0.0,0.0,0.0,0.9999999985440698,nan,246.95660779252648
C1_loose_off,10000.0,0,admm_iter,10,1e-10,10,15,2,0.9999999999566748,0.0006461293911967135,1.0,1.0,0.9999999989453596,0.0001790007021872977,0.8571428571428571,1.0,141.47645698616583,0.00035663470991442736,15,10.0,0.00043733370396837983,0.0,0.0,0.0,0.0,0.9999999990345168,nan,246.95660779252648
