update,train_loss_mean,grad_norm,min_obs_margin,max_obs_margin,plan_margin_max,wall_clock_s,ep_step,eval_cost,eval_closest_margin,eval_n_grazing,eval_n_violations,fwd_conv_max,fwd_iters_max,fwd_n_nonconv,fwd_rs_max,fwd_comp_max
80,0.8345597657120489,0.045472011955278974,-0.640698905898744,-0.3248039677377361,-0.28026880520714714,11.840285778045654,0,35.18466990337556,8.203455634725465e-05,12,1,0.0009843063591928602,3,0,2.0706286719684996e-05,1.3552527156068805e-16
81,33.92644609316797,9.792756287819067,-0.6135164353102291,-4.534575975823074e-06,-2.8414486028527364e-06,125.75603675842285,24,,,,,0.002310441578775362,40,1,8.542548054349309e-05,0.017630682125857295
82,1.2539536625532643,0.07592285769009105,-0.6322052815428905,-0.2279813261122654,-0.18511311988952905,11.838008880615234,0,,,,,0.000950941758629165,3,0,2.2914634828397062e-05,1.3552527156068805e-16
83,33.66565371381046,7.85077276100013,-0.693184561460932,5.484325742988183e-06,5.437843344835436e-06,84.12678289413452,24,,,,,0.0009299875295945559,22,0,9.454553333601523e-06,0.007910563878687122
84,0.9705228433203893,0.06376193176767123,-0.6306902074952612,-0.29553400214476255,-0.2526279832553133,11.555052757263184,0,,,,,0.0009752448316387857,3,0,2.1540205276338042e-05,1.3552527156068805e-16
85,33.77461780749668,10.297918364176677,-0.6241074973874075,2.703766998402024e-05,2.6888182755091528e-05,112.70524287223816,24,,,,,0.0010041238479323738,40,1,3.295157279588274e-05,0.0012518096007310112
86,1.1911783636882625,0.0788998593067423,-0.6293202927463475,-0.2518895690875427,-0.2090465926492311,11.683761596679688,0,,,,,0.0008929811808264659,3,0,2.207856375424644e-05,1.3552527156068805e-16
87,33.35561023975182,10.758792768728052,-0.5816000631322968,3.363449675941599e-05,3.3468554496485226e-05,82.9734251499176,24,,,,,0.0009626281485104471,18,0,3.932774462539655e-05,0.0014634107321618737
88,1.2382926549213766,0.07894752349324276,-0.6297061324615296,-0.24540640998978014,-0.20281702452335093,11.701533794403076,0,,,,,0.0009560078013972906,2,0,2.165159872735689e-05,1.3552527156068805e-16
89,34.40370849915984,13.91261729084537,-0.5833779735042084,2.177436715178338e-05,2.166755412058574e-05,95.16587567329407,24,,,,,0.0008884506801384306,20,0,3.0256485958421174e-05,0.01105331911465025
90,1.49909740638583,0.0934817075682066,-0.6292588314358112,-0.20459811342612966,-0.1633989760858614,11.861128568649292,0,35.70671695999967,1.2302191284008224e-05,11,2,0.0009663227852867995,2,0,2.096296609221948e-05,1.3552527156068805e-16
91,34.232403083648286,11.256758616734679,-0.6767120652607979,3.5836696650526356e-05,3.5661339464532205e-05,106.34189629554749,24,,,,,0.029479843254112126,40,2,0.00010776827938574485,0.02628550884846125
92,1.113584472211339,0.05910750769959926,-0.6342482739727799,-0.2830141706091682,-0.2395949172319387,11.276379108428955,0,,,,,0.0009278599876209326,2,0,2.0538317635265813e-05,1.3552527156068805e-16
93,34.71988090521528,10.946267524747531,-0.6569618819326704,2.1147264888998762e-05,2.10421994016885e-05,113.56723403930664,24,,,,,0.0014765760073138837,40,1,2.4155689936596815e-05,0.02711684978697591
94,1.2415010712794274,0.0619969400546625,-0.6372851124579,-0.2563277329777145,-0.21278882444547187,11.652308464050293,0,,,,,0.0008441850236524352,2,0,2.0294043575841414e-05,1.3552527156068805e-16
95,35.25617727008071,10.290610016731561,-0.7434982737284654,1.1184568563638031e-05,1.1115065921218914e-05,88.04254603385925,24,,,,,0.0009911639590755583,19,0,1.4136892488329071e-05,0.004600965864155613
